frame,time_s,transfer_ratio,authority_gap,rate_clip_delta,jerk_clip_delta,hard_clip_delta,smoothing_delta,first_stage,entry_schedule_active,commit_active,entry_assist_active,turn_feas_active,turn_feas_infeasible,turn_feas_margin_g,turn_feas_speed_delta_mps
177,11.802,0.424387,0.373331,0.002800,0.368049,0.000000,0.002482,1.0,0,0,0,1,0,0.193155,0.000000
178,11.835,0.452884,0.360718,0.002800,0.355325,0.000000,0.002594,1.0,0,0,0,1,0,0.192624,0.000000
179,11.902,1.000000,0.000000,0.002800,0.436300,0.000000,0.004506,1.0,0,0,0,1,0,0.189170,0.000000
180,11.969,0.666043,0.192457,0.000000,0.187491,0.000000,0.004966,2.0,0,0,0,1,0,0.186052,0.000000
181,12.002,0.578235,0.298647,0.000000,0.295802,0.000000,0.002845,2.0,0,0,0,1,0,0.204075,0.000000
182,12.069,0.822382,0.098632,0.000000,0.093384,0.000000,0.005248,2.0,0,0,0,1,0,0.146396,0.000000
183,12.102,0.763999,0.149610,0.000000,0.146537,0.000000,0.003073,2.0,0,0,0,1,0,0.164322,0.000000
184,12.169,0.847164,0.096584,0.000000,0.090914,0.000000,0.005671,2.0,0,0,0,1,0,0.188759,0.000000
185,12.202,0.904078,0.059968,0.000000,0.056652,0.000000,0.003315,2.0,0,0,0,1,0,0.188032,0.000000
186,12.235,0.944802,0.034675,0.000000,0.031529,0.000000,0.003146,2.0,0,0,0,1,0,0.189607,0.000000
187,12.269,0.996867,0.001952,0.000000,0.001111,0.000000,0.003063,2.0,0,0,0,1,0,0.185756,0.000000
188,12.335,1.000000,0.000000,0.000000,0.067282,0.000000,0.005536,2.0,0,0,0,1,0,0.175309,0.000000
189,12.402,1.000000,0.000000,0.000000,0.081332,0.000000,0.005517,2.0,0,0,0,1,0,0.192508,0.000000
190,12.435,1.000000,0.000000,0.084745,0.408784,0.069170,0.004014,1.0,0,0,0,1,0,0.126270,0.000000
191,12.719,1.000000,0.000000,0.000000,0.318976,0.207544,0.000356,2.0,0,0,0,1,0,0.160853,0.000000
192,12.752,1.000000,0.000000,0.071067,0.399607,0.224244,0.000019,1.0,0,0,0,1,0,0.175029,0.000000
193,12.785,1.000000,0.000000,0.108408,0.409036,0.241137,0.000102,1.0,0,0,0,1,0,0.184388,0.000000
194,12.819,1.000000,0.000000,0.233634,0.449665,0.255661,0.000019,1.0,0,0,0,1,0,0.181097,0.000000
195,12.885,1.000000,0.000000,0.006876,0.329015,0.262319,0.001889,1.0,0,0,0,1,0,0.185156,0.000000
196,12.919,1.000000,0.000000,0.141939,0.580219,0.231776,0.004327,1.0,0,0,0,1,0,0.190364,0.000000
197,12.985,1.000000,0.000000,0.000000,0.612476,0.169857,0.008133,2.0,0,0,0,1,0,0.190085,0.000000
198,13.052,1.000000,0.000000,0.000000,0.540107,0.236560,0.004936,2.0,0,0,0,1,0,0.165068,0.000000
199,13.085,1.000000,0.000000,0.323912,0.711606,0.246196,0.001206,1.0,0,0,0,1,0,0.156424,0.000000
200,13.152,1.000000,0.000000,0.441774,0.447975,0.317102,0.007280,1.0,0,0,0,1,0,0.191153,0.000000
201,13.185,1.000000,0.000000,0.926057,0.531382,0.290155,0.001767,1.0,0,0,0,1,0,0.197260,0.000000
202,13.219,1.000000,0.000000,0.242320,0.730281,0.231504,0.005625,1.0,0,0,0,1,0,0.200850,0.000000
203,13.252,0.795691,0.126411,0.876679,0.000000,0.000000,0.000000,1.0,0,0,0,1,0,0.192959,0.000000
204,13.319,0.504052,0.324103,0.324103,0.000000,0.000000,0.000000,1.0,0,0,0,1,0,0.204772,0.000000
205,13.385,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,1,0,0.190501,0.000000
206,13.652,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,1,0,0.212654,0.000000
207,13.719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0.000000,0.000000
208,13.752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0.000000,0.000000
209,13.785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0.000000,0.000000
