frame,time_s,transfer_ratio,authority_gap,rate_clip_delta,jerk_clip_delta,hard_clip_delta,smoothing_delta,first_stage,entry_schedule_active,commit_active,entry_assist_active,turn_feas_active,turn_feas_infeasible,turn_feas_margin_g,turn_feas_speed_delta_mps
454,25.802,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,1,0,0.230500,0.000000
455,25.868,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,1,0,0.231012,0.000000
456,25.902,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,1,0,0.231427,0.000000
457,25.968,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,1,0,0.231310,0.000000
458,26.002,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,1,0,0.231671,0.000000
459,26.068,1.000000,0.000000,0.000000,0.518520,0.026121,0.035582,2.0,0,0,0,1,0,0.231788,0.000000
460,26.102,1.000000,0.000000,0.002800,0.632865,0.215843,0.003558,1.0,0,0,0,1,0,0.231870,0.000000
461,26.135,1.000000,0.000000,0.002800,0.877729,0.403665,0.000356,1.0,0,0,0,1,0,0.232356,0.000000
462,26.202,1.000000,0.000000,0.063657,1.225282,0.769257,0.000036,1.0,0,0,0,1,0,0.232590,0.000000
463,26.235,1.000000,0.000000,0.163888,1.296937,0.948767,0.000004,1.0,0,0,0,1,0,0.232090,0.000000
464,26.302,1.000000,0.000000,0.392397,1.543031,1.294679,0.000000,1.0,0,0,0,1,0,0.230174,0.000000
465,26.335,1.000000,0.000000,0.796519,1.366791,1.464349,0.000000,1.0,0,0,0,1,0,0.230014,0.000000
466,26.368,1.000000,0.000000,1.164644,1.363508,1.630737,0.000000,1.0,0,0,0,1,0,0.231936,0.000000
467,26.435,1.000000,0.000000,1.337066,1.516794,1.950411,0.000000,1.0,0,0,0,1,0,0.232146,0.000000
468,26.468,1.000000,0.000000,1.973740,1.353671,2.106962,0.000000,1.0,0,0,0,1,0,0.231841,0.000000
469,26.502,1.000000,0.000000,1.802315,1.350391,2.260233,0.000000,1.0,0,0,0,1,0,0.232067,0.000000
470,26.535,1.000000,0.000000,2.417733,0.000000,1.760233,0.000000,1.0,0,0,0,1,0,0.231837,0.000000
471,26.784,1.000000,0.000000,1.681276,0.000000,1.260233,0.000000,1.0,0,0,0,1,0,0.232055,0.000000
472,26.818,1.000000,0.000000,1.556665,0.000000,0.760233,0.000000,1.0,0,0,0,1,0,0.231551,0.000000
473,26.851,1.000000,0.000000,0.800020,0.000000,0.260233,0.000000,1.0,0,0,0,1,0,0.231325,0.000000
474,26.918,0.092717,0.556671,0.556671,0.000000,0.000000,0.000000,1.0,0,0,0,1,0,0.231285,0.000000
475,26.951,0.995439,0.002800,0.002800,0.000000,0.000000,0.000000,1.0,0,0,0,1,0,0.230958,0.000000
476,26.984,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,1,0,0.230667,0.000000
477,27.018,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,1,0,0.230420,0.000000
